qid,lang,description
Q1350189,vi,người nghiên cứu về Ai Cập cổ đại và lịch sử thời xưa của nó
Q1350189,ru,специалист по древнеегипетским исследованиям
Q1350189,sl,"strokovnjak za staroegipčanske študije (arheolog, papirolog, epigrafik ali zgodovinar)"
Q1350189,uk,спеціаліст(ка) з древньоєгипетських досліджень
Q1349442,en,car
Q1349442,de,Automobilhersteller
Q1349442,fr,constructeur automobile
Q1346243,de,französischer Automobilhersteller
Q1346243,fr,constructeur automobile français
Q1346243,en,French automobile manufacturer
Q1347336,en,profession
Q1347336,de,"geistlicher Würdenträger, der die geistliche und administrative Leitung einer Region seiner Kirche innehat"
Q1350157,ru,профессия: обозреватель музыкальных произведений
Q1350157,es,profesión
Q1350157,en,person who writes reviews about music performances or recordings
Q1350157,fr,personne qui écrit des articles sur les performances ou enregistrements de musique
Q1350157,hu,foglalkozás
Q1350157,ka,პროფესია
Q1350157,de,"Berufsbezeichnung für eine Person, die Rezensionen und Besprechungen über Musik verfasst"
Q1350157,et,elukutse
Q1350157,el,ένα άτομο που κρίνει το μουσικό έργο που ακούει
Q1350157,lv,profesija
Q1350157,cs,profese
Q1350157,ar,الشخص المُحترف الذي يُراجع الحفلات والتسجيلات الموسيقية ويُبدي رأيه فيها
Q1350157,sv,yrkesroll där man recenserar och kritiserar musik
Q1350157,ja,音楽についての評論家
Q1350157,pl,osoba pisząca recenzje dotyczące występów lub nagrań muzycznych
Q1350157,it,persona che scrive recensioni su spettacoli o registrazioni musicali
Q694579,es,"persona encargada de herrar los caballos, mulas y burros"
Q694579,en,"specialist in equine hoof care, including the trimming and balancing of horses' hooves and the placing of shoes on their hooves"
Q694579,ru,профессия
Q694579,cs,profese; řemeslník vyrábějící a připevňující podkovy
Q694579,it,colui che si occupa di produrre ferri di cavallo e applicarli agli zoccoli delle bestie
Q694579,sv,"person som utövar hovslageri, dvs skor hästar"
Q694579,de,Spezialist für die Pflege und das Beschlagen von Tierhufen mit Hufeisen oder anderen Materialien
Q694579,fr,artisan dont le métier consiste à ferrer les pieds des équidés et à s'occuper de leur parage
Q694579,nl,persoon die de hoeven van een paard of ander hoefdier onderhoudt om de juiste stand van de hoeven te behouden of te bevorderen
Q694579,ar,مختص برعاية حوافر الخيل وطبها
Q694579,da,"smed, der har specialiseret sig i at sætte hestesko på heste"
Q694579,he,התקנת פרסות לסוסים
Q694450,de,ehemaliger Mischkonzern der eisenverarbeitenden Industrie in Österreich
Q694450,fr,grand conglomérat de l'industrie du fer en Autriche
Q694450,en,major conglomerate of the iron industry in Austria
Q694450,cs,rakouský konglomerát strojírenských firem
Q694450,nl,bedrijf uit Oostenrijk
Q694450,ar,شركة نمساوية
Q694450,he,תאגיד תעשייה
Q1365552,nl,kerkelijke functie
Q1365552,fr,personne qui a le soin de la sacristie d'une église et des objets sacrés
Q1365552,fi,"henkilö, joka huolehtii kirkkorakennuksesta ja muista seurakunnan tiloista"
Q1365552,en,"officer charged with care of the sacristy, the church, and their contents"
Q1365552,et,kirikuteener
Q1365552,de,"Kirchwart, Beauftragter für die Pflege der Sakristei, der Kirche und ihres Inhalts"
Q1365552,cs,"člověk pověřený péčí o sakristii, kostel a jejich obsah"
Q1365552,es,"Oficial encargado del cuidado de la sacristía, la iglesia y su contenido"
Q1365552,it,"responsabile della cura della sacrestia, della chiesa e del suo contenuto"
Q1365552,id,petugas dalam Gereja Katolik
Q1365155,es,persona que monta un caballo
Q1365155,fr,soldat à cheval
Q1365155,en,type of light cavalry that originated in Spain and served throughout the Medieval Period
Q1365155,hu,harcos vagy sportlovagló
Q1365824,ru,страница значений
Q1365824,fr,page d'homonymie de Wikimédia
Q1365824,en,Profession
Q1365824,pt,página de desambiguação de um projeto da Wikimedia
Q1365824,de,Sammelbegriff aller Ausbildungsberufe im Bereich der Mediengestaltung und Medientechnik.
Q1365824,it,pagina di disambiguazione di un progetto Wikimedia
Q1365824,id,halaman disambiguasi Wikimedia
Q1365824,fa,یک صفحهٔ ابهام‌زدایی ویکی‌مدیا
Q1365824,ms,Laman nyahkekaburan
Q1365824,fi,täsmennyssivu
Q1365824,es,página de desambiguación de Wikimedia
Q1365824,zh,维基媒体消歧义页
Q1365824,is,aðgreiningarsíða á Wikipediu
Q1365824,cs,rozcestník na projektech Wikimedia
Q1365824,nl,doorverwijspagina
Q1365824,pl,strona ujednoznaczniająca
Q1365824,hi,बहुविकल्पी पृष्ठ
Q1365824,hu,egyértelműsítő lap
Q1365824,ja,ウィキメディアの曖昧さ回避ページ
Q1365824,ko,위키백과 동음이의어 문서
Q1365824,sk,rozlišovacia stránka
Q1365824,sv,grensida
Q1365824,bn,উইকিমিডিয়ার দ্ব্যর্থতা নিরসন পাতা
Q1365824,da,Wikimedia-flertydigside
Q1365824,el,σελίδα αποσαφήνισης εγχειρημάτων Wikimedia
Q1365824,he,דף פירושונים
Q1365824,ka,მრავალმნიშვნელოვანი
Q1365824,vi,trang định hướng Wikimedia
Q1365824,et,Wikimedia täpsustuslehekülg
Q1365824,bg,Уикимедия пояснителна страница
Q1365824,ar,صفحة توضيح لويكيميديا
Q1365824,lv,Wikimedia projekta nozīmju atdalīšanas lapa
Q1365824,hr,razdvojbena stranica na Wikimediji
Q1365824,ro,pagină de dezambiguizare Wikimedia
Q1365824,tr,Wikimedia anlam ayrımı sayfası
Q1365824,hy,Վիքիմեդիայի նախագծի բազմիմաստության փարատման էջ
Q1365824,uk,сторінка значень у проєкті Вікімедіа
Q1365824,sl,razločitvena stran Wikimedie
Q1365824,sw,ukarasa wa maana wa Wikimedia
Q1365824,be,старонка неадназначнасці ў праекце Вікімедыя
Q1365824,te,వికీమీడియా అయోమయ నివృత్తి పేజీ
Q1365276,en,profession
Q1365276,de,Beruf
Q686020,en,car
Q686020,de,ehemaliger Automobilhersteller
Q686020,cs,švýcarský výrobce automobil
Q686020,fi,sveitsiläinen automerkki
Q686880,ru,"лицо, торгующее почтовыми марками и филателистической продукцией"
Q686880,en,profession; person who sells postage stamps and other historical postal items to philatelists
Q686880,fr,profession; personne qui vend aux philatélistes des timbres-poste et d'autres documents posthistoriques
Q686880,it,professione
Q686880,ar,مهنة أو شخص خبير يتعامل في بيع وشراء الطوابع ومنتجات هواة جمع الطوابع وقد يكون شركة خاصة للتجارة بالطوابع
Q686880,de,"Beruf; Person, die Philatelisten Postwertzeichen und andere posthistorische Belege verkauft"
Q1365824,yo,ojúewé ìṣojútùú Wikimedia
Q686004,de,ehemaliger Automobilhersteller
Q686004,en,motorcycle manufacturer
Q687229,es,"figura antimesiánica del esoterismo judío medieval, el anti-Mesías"
Q687229,en,false messiah in Jewish eschatology
Q687229,bn,একজন খ্রিষ্টারি
Q687229,it,figura dell'escatologia ebraica
Q687229,sl,lažni mesija v judovski eshatologiji
Q688141,de,"Hersteller von Militärfahrzeugen, ehemaliger Automobilhersteller"
Q688141,fr,ancien constructeur automobile suisse
Q688141,en,"military vehicle manufacturer, former automobile manufacturer"
Q688141,uk,збирач військових автівок
Q686275,de,sorgte im Mittelalter für die gerechte Durchführung städtischer Almosenordnungen
Q686275,en,oversaw the fair enforcement of municipal ordinances governing almsgiving
Q1340643,de,"Person mit höheren leitenden Aufgaben in der Bauplanung, -ausführung und -überwachung"
Q1340643,fr,profession
Q1340643,en,central figure leading construction projects
Q1340643,es,profesión
Q1340643,el,επάγγελμα
Q1340643,ro,profesiune
Q1340643,ru,профессия
Q1340643,ka,პროფესია
Q1340643,bg,професия
Q1340643,et,elukutse
Q1340643,pt,profissão
Q1340643,cs,"profese, asi hlavně ve smyslu stavební mistr"
Q1340643,nl,beroep
Q1340643,it,"in edilizia, figura intermediaria fra l'architetto e il muratore"
Q1340643,mt,persuna li tibni l-binjiet professjonalment skont il-pjanta ta' arkitett
Q1340643,zh,管理建築工程的人
Q1340643,ja,建築計画を主導する中心人物
Q1340643,fi,ammatti
Q1340643,sv,"person som är ansvarig för uppförandet av byggnader, ofta som entreprenör"
Q1340643,da,"person, der står for opførelsen af et byggeri"
Q1339677,nl,persoon die nieuw talent zoekt en observeert
Q1339677,en,professional employed by a sports team to analyze the performance of athletes outside the team
Q1339677,fr,personne employée par une équipe sportive
Q1339677,zh,以挖掘明星为工作内容的专业人士
Q1339677,cs,"odborník najatý sportovním týmem, aby vyhledával nadějné hráče"
Q1339677,it,figura professionale che osservare e individuare nuovi giocatori per una squadra sportiva
Q1339677,vi,Chuyên môn do một đội thể thao thuê về nhằm phân tích đánh giá màn thể hiện của các vận động viên cũng như cầu thủ nằm bên ngoài biên chế của đội
Q1339677,tr,sporcuları gözlemleyerek mevcut yeteneklerini ve potansiyellerini tespit eden uzman kişi
Q1339677,de,"Beruf bzw. Person im Bereich des Mannschafts- und Individualsports, die Spiele und Spieler, zwecks taktischer Analyse oder Talentsuche, beobachtet"
Q1339677,mt,professjoni
Q1339677,ru,"работник, занимающийся поиском спортсменов для профессиональных клубов"
Q1339677,sl,"poklic ali oseba na področju ekipnih in individualnih športov, ki opazuje igre in igralce za namen taktične analize ali iskanja talentov"
Q1339677,es,empleado por un equipo deportivo para analizar el rendimiento de atletas fuera del equipo
Q1339677,is,Einstaklingur sem metur hæfileika og möguleika leikmanna
Q1645121,fr,constructeur américain de voitures de course
Q1645121,it,costruttore statunitense di auto da corsa
Q1645121,en,racing car constructor
Q1644347,en,health professional in hearing and other auditory problems such as tinnitus and balance
Q1644347,fr,spécialiste paramédical des troubles de communication humaine liés aux problèmes auditifs
Q1644347,es,profesional de la salud que se ocupa de los problemas de comunicación relacionados con la audición
Q1644347,pl,"specjalista zajmujący się psychologią i fizjologią zmysłu słuchu, a także jego zaburzeniami i leczeniem"
Q1644347,is,starfsgrein á sviði heyrnarfræði
Q1644347,hu,"a hallással, halláscsökkenéssel foglalkozó szakma"
Q1644347,tr,İşitme ve denge bozuklukları konusunda uzmanlaşmış sağlık profesyonelleridir
Q1644347,pt,"fonoaudiólogo especialista em Audiologia, relacionado as questões de audição e equilíbrio."
Q1644347,it,specialista medico nell'udito e altri problemi uditivi come tinnito e equilibrio
Q1644347,sl,"zdravstveni delavec na področju sluha in drugih težav s sluhom, kot sta šumenje v ušesih in ravnotežje"
Q1644347,he,איש מקצוע בתחום שמיעה ובעיות שמיעה אחרות כגון טינטון ושיווי משקל
Q1644347,sv,yrke inom hörselområdet
Q1645114,de,US-amerikanischer Rennwagen-Konstrukteur
Q1645114,it,casa automobilistica statunitense
Q1645114,fi,yhdysvaltalainen kilpa-autovalmistaja
Q1645114,en,American racing car constructor
Q1339832,en,"Belgian bus, coach and trailer manufacturer"
Q1339832,hu,belgiumi busz és vontató gyártó
Q1339832,it,azienda costruttrice di autobus
Q1339832,pl,belgijski producent autobusów i naczep
Q1339832,nl,"Belgisch fabrikant van bussen, touringcars en opleggers"
Q1339832,fr,"fabricant belge d'autobus, d'autocars et de remorques"
Q1339832,de,belgischer Bushersteller
Q1339832,ru,бельгийский автобусный завод
Q1339832,uk,автобусний завод
Q1645306,en,profession
Q1645306,hu,"szakma, foglalkozás"
Q1339929,fr,constructeur automobile américain
Q1339929,en,automotive industry
Q1339929,de,ehemaliger Automobilhersteller
Q1339929,cs,americká firma
Q1339929,ar,شركة أمريكية
Q1339929,es,fabricante de automóviles estadounidense desaparecido
Q1339929,pl,Amerykański producent samochodów
Q1339929,fi,yhdysvaltalainen automerkki
Q1339929,nl,voormalige autofabrikant
Q1339929,he,יצרן כלי רכב
Q1644729,de,Ausbildungsberuf
Q1644729,en,profession
